FOR01|1701KX01|V USAGE SP||SINOTRUCK|2021|23/12/2021|2|8100|22|BLANC|NO|NO|NO|NO|OK|OK|CG10477062|LZZ5BLMF1MN878688|15/01/2027||
FOURG01|9925GY01|FOURGONETTE|4|FIAT|2025|26/11/2025||730|9|BLANC|OK|OK|OK|OK|OK|OK|CG100811409|ZFA22300006535338|15/01/2027||29/07/2025
PCHAR01|9076JV01|PORTE CHARS||FUDENG|2019|03/02/2020|0|20000|26|ORANGE|OK|OK|OK|OK|OK|OK|CG10371634|LA9940W32K0LHS086|15/01/2027|26/03/2026|26/04/2025
PCHAR02|AA170AX|PORTE CHARS||LOW BED|2023|24/10/2023|0|10000||ORANGE|OK|OK|OK|OK|OK|OK|CG29167162|LZ9940D32PASSY019|15/01/2027|22/04/2026|26/03/2025
PCHAR03|AA460CN|PORTE CHARS||SINOTRUCK|2023|07/02/2024|0|60000||ORANGE|OK|OK|OK|OK|OK|OK|CG10594515|LZ9940D34PASSY104|15/01/2027|25/03/2026|20/03/2025
PICK01|AA736NK|PICKUP|4|FORD|2025|27/01/2025|5|959|10|GRIS|OK|OK|NO|OK|OK|OK|CG10647847|6FPPXXMJ2PRR65102|15/01/2027||
PICK02|3371KP01|PICKUP|4|FIAT|2021|02/07/2021|5|1015|11|BLANC|OK|OK|OK|OK|OK|OK|CG10444147|ZFCDKJA029015801|15/01/2027||
PICK03|3511KP01|PICKUP|4|FIAT|2021|02/07/2021|5|1015|11|BLANC|OK|OK|OK|OK|OK|OK|CG10444073|ZFCDKJA02G9012946|15/01/2027||
PICK04|5195HY01|PICKUP|4|HYUNDAI|2006|13/07/2006|5|1540|19|ROUGE|OK|OK|OK|OK|OK|OK|CG10260409|1N6AD07W26C401220|15/01/2027||
PICK05|2710JX01|PICKUP|4|FORD|2020|28/02/2020|5|1000|20|GRIS|OK|NO DEFINE|OK|OK|NO|OK|CG10375422|1FTFW1RG7KFA09180|15/01/2027|NO DEFINE|
PICK06|AA221CT01|PICKUP|4|MAZDA|2024|22/02/2024|5|1095|8|GRIS|OK|NO DEFINE|NO|OK|NO|OK|CG10597037|MP2TFS87JNT001890|15/01/2027|NO DEFINE|21/02/2026
PICK06|AA382SK01|PICKUP||FORD|2025|01/07/2025|5|959|10|GRIS|NO|NO|NO|NO|NO|NO|CG10668271|6FPPXXMJ2PRT01550|15/01/2027||
PICK07|AA415SK01|PICKUP||FORD|2025|01/07/2025|5|959|10|GRIS|NO|NO|NO|NO|NO|NO|CG10668270|6FPPXXMJ2PRS89359|15/01/2027||
PICK08|AA708YK|PICKUP|4|FORD|2025|30/09/2025|5|959|10|GRIS||||||||6FPP2CMJ6P5B56542|15/01/2027||
PICK09|36992WWCI01|PICKUP|4|FORD|2025|30/09/2025|5|959|10|GRIS||||||||6FPP2CMJ8P5B56543|15/01/2027||
PLAT01|1791HT01|PLATEAU||Na|||0|||BLANC|NO|NO|NO|NO||OK|||15/01/2027||
PLAT02|AA269CK|PLATEAU||SINOTRUCK|2024|02/02/2024|0|44000||ORANGE|OK|OK|OK|OK|OK|OK|CG10593515|LZ9940P30PASSY077|15/01/2027|20/02/2026|19/12/2025
PLAT03|AA349CK|PLATEAU||SINOTRUCK|2024|02/02/2024|0|44000||ORANGE|OK|OK|OK|OK|OK|OK|CG10593512|LZ9940P32PASSY078|15/01/2027|20/02/2026|20/12/2025
PLAT04||PLATEAU||SINOTRUCK|2025|30/12/2025|0|||ORANGE||||||||LJRP13383SNO78084|15/01/2027||
PLAT05||PLATEAU||SINOTRUCK|2025|30/12/2025|0|||ORANGE||||||||LJRP13381SNO73083|15/01/2027||
PLAT06||PLATEAU||SINOTRUCK|2025|30/12/2025|0|||ORANGE||||||||LJRP1338XSNO73082|15/01/2027||
TROUT01|4840HT01|TRACTEUR ROUTIER||MERCEDES|1989|01/06/1989|2|14620|34|BLANC|OK|OK|OK|OK|OK|OK|CG10228296|WDB65751015444532|15/01/2027|29/04/2026|20/12/2025
TROUT02|970JV01|TRACTEUR ROUTIER||SINOTRUCK|2019|09/01/2020|2||30|ORANGE|OK|OK|OK|OK|OK|OK|CG10368429|LZZ5CLVB2KD575558|15/01/2027|25/03/2026|20/03/2025
TROUT03|AA102AG|TRACTEUR ROUTIER||SINOTRUCK|2023|10/07/2023|2||29|ORANGE|OK|OK|OK|OK|OK|OK|CG281153187|LZZ1CLVB2PA113122|15/01/2027|15/09/2025|16/05/2025
TROUT04|AA266CK|TRACTEUR ROUTIER||SINOTRUCK|2023|02/02/2024|2||26|ORANGE|OK|OK|OK|OK|OK|OK|CG10593513|LZZ5CLSDXPA129611|15/01/2027|20/02/2026|19/12/2024
TROUT05|AA325CK|TRACTEUR ROUTIER||SINOTRUCK|2023|02/02/2024|2||26|ORANGE|OK|OK|OK|OK|OK|OK|CG10593514|LZZ5CLSD8PA129610|15/01/2027|20/02/2026|20/12/2025
VELG01|626KZ01|AUTRES VEHICULE LEGER|4|FORD|2022|02/04/2022|5|2200|10|GRIS|OK|NO DEFINE|NO|OK|OK|OK|CG10483184|6FPJXXMJWJMC32798|15/01/2027|NO DEFINE|22/05/2025
VELG02|11336WWCI01|AUTRES VEHICULE LEGER|4|GEELY|2025|28/11/2025||||MARRON||||||||LLV2C3B29S0213614|15/01/2027||
VELG03|3217JY01|AUTRES VEHICULE LEGER||TOYOTA|2020|07/04/2020|5|1000|23|BLEU|||||||CG10379816|5TFAZ5CN3JX055128|15/01/2027||
VELG04|AA822LG01|AUTRES VEHICULE LEGER|4|GMC|2024|06/11/2026|7||35|NOIR|||||||CG10640067|1GKS2EKL2RR243930|15/01/2027||
TROUT06||TRACTEUR ROUTIER||SINOTRUCK|2026||||||||||||||15/01/2027||
TROUT07||TRACTEUR ROUTIER||SINOTRUCK|2026||||||||||||||15/01/2027||
TROUT08||TRACTEUR ROUTIER||SINOTRUCK|2026||||||||||||||15/01/2027||
